timestamp,baseline_price,entry_price,exit_price,drop_pct,actual_return,max_drawdown,volume,hold_time
2026-02-02 19:26:09.083666,132685.65639426696,124748.6522746062,124600.17975096786,-5.98181019361766,-0.11901733680577914,-3.794585770954803,1555.8803629535887,10
2026-02-02 19:27:09.083666,131192.92551728207,123750.95945458178,125616.37793279212,-5.672536101590293,1.5073971841769624,-3.0189679377935157,719.98498510781,10
2026-02-02 19:28:09.083666,130078.17198520029,122531.3171771474,125765.77604504264,-5.801784183215253,2.6396997456732496,-2.053646014082519,126.97168416269037,10
2026-02-02 19:29:09.083666,129340.74347876536,120291.1683469992,125710.06065019504,-6.996693298930887,4.504813094477704,-0.22961842075248606,2071.695710073161,10
2026-02-23 13:23:09.083666,180798.0815102428,171124.27105452595,173544.23725106043,-5.350615656377307,1.4141571979368157,-0.11246383488687954,721.0680802313486,10
2026-03-03 04:05:09.083666,207862.8554973322,197323.9846926293,197096.50855982085,-5.070107778269288,-0.11528052870146295,-2.1219044782031853,69.58175928652373,10
2026-03-03 04:06:09.083666,206387.49447705373,195341.2785830572,192806.2092191208,-5.352173067455235,-1.2977642935097904,-1.128445751035923,2911.0160993217246,10
2026-03-16 22:03:09.083666,162843.14435132567,154417.52744880514,155029.0119964332,-5.174069154758334,0.39599426161695883,-1.8543982641081487,723.6162218239425,10
2026-03-22 00:12:09.083666,168463.57518941924,159638.59880444768,157585.20172433945,-5.238507122414333,-1.2862785663908136,-1.4738250295627398,321.4809525678751,10
2026-03-22 22:39:09.083666,178173.86191178343,168242.56120060524,172295.97322818788,-5.573938065110431,2.409266715067139,-0.25970943562773185,1386.9406176611285,10
2026-03-24 06:05:09.083666,219533.31923845975,207878.62115511124,220725.2396217716,-5.308851578328773,6.179865151729425,-0.1449840675475688,625.7034081969322,10
2026-03-25 23:38:09.083666,158986.9792475354,150870.56910132794,148237.93836495926,-5.105078531978764,-1.744959770517302,-2.465122755994935,3831.037322260642,10
2026-03-25 23:40:09.083666,158809.94104877833,150227.90725637312,151002.27312678893,-5.403965101762269,0.5154607320025516,-2.047877083723776,87.11811498918868,10
2026-03-28 04:34:09.083666,175222.1008799737,164379.86832965552,167532.56586617848,-6.187708340368008,1.9179340928783224,-0.8017422568339838,211.3489273042628,10
2026-03-30 15:30:09.083666,189181.37151163456,178677.49880546975,189020.50517817185,-5.552276433051881,5.788645152215149,-2.530651931849747,234.91147015478796,10
2026-03-30 15:31:09.083666,187535.85037231207,174555.40464660706,189964.97290603767,-6.921580967017841,8.827895240842167,-0.22893099027656347,20.15366401595753,10
2026-03-30 15:32:09.083666,187535.85037231207,176852.37081719635,190817.5038078056,-5.6967665296560455,7.896491817485623,-1.3975054808796417,50.96425672184747,10
2026-04-02 19:38:09.083666,212799.72699447663,202155.0398915307,197282.6777037796,-5.00220900340827,-2.410210593990356,-2.5035653580827186,21.70723342354705,10
2026-04-12 00:46:09.083666,265543.0998213939,249152.19391668317,253209.16488601555,-6.172597185065387,1.6283103534256007,-0.21299428438777035,3062.015988518477,10
2026-04-12 00:47:09.083666,266608.72385616245,250989.59257024495,254194.49833071933,-5.858447188076319,1.276907830183207,-0.9434967250159123,810.2022114886679,10
2026-04-12 00:48:09.083666,262077.3925352253,248893.6410059429,255412.47176087837,-5.0304802721625155,2.6191230634051546,-0.10933466223931694,626.8451043404408,10
2026-04-12 01:21:09.083666,245635.38548974725,233291.2731124486,236301.09472393693,-5.025380342773898,1.2901561088560578,-0.2667761086807492,307.64783937076294,10
2026-04-17 12:08:09.083666,310272.33207197144,290417.8466846723,319784.39683531807,-6.399051199542234,10.111826971340083,-0.2283715332531376,1034.858717679953,10
2026-04-17 12:09:09.083666,311548.47464997193,295357.2280075365,321079.47646145255,-5.197023243534245,8.708860327352378,-1.7706690995269825,353.7544372201475,10
2026-04-23 22:26:09.083666,306830.5362852057,289101.7473779606,293457.70813402504,-5.778039279234514,1.506722389460218,-0.17883685578429462,77.44101922712147,10
