timestamp,open,high,low,close,volume
2026-03-30 14:01:35.075155,65027.11678715304,65408.475419200375,64996.55218210289,65016.795379482006,340.3257008444218
2026-03-30 14:02:35.075155,65140.25213423071,65019.53231180854,64953.30230928136,65012.95091021404,94.75813152167318
2026-03-30 14:03:35.075155,65102.65529010905,65182.511701308336,64897.89305520099,65034.65873460422,444.1956730066004
2026-03-30 14:04:35.075155,65046.75341225898,65273.95698023368,65018.739708784924,65084.853305109056,164.9340073545062
2026-03-30 14:05:35.075155,65094.81002176517,65375.90225605531,64966.47286788212,65077.8846077189,477.06716291758084
2026-03-30 14:06:35.075155,65126.88917009085,65185.00765887479,64979.721449645156,65070.91719063364,189.86478868746664
2026-03-30 14:07:35.075155,65248.0110447682,65254.9269254336,64890.69939595263,65122.96912073272,103.05032335912567
2026-03-30 14:08:35.075155,65189.06215907542,65344.04192845164,64944.016364581556,65148.61421263606,38.89599171970761
2026-03-30 14:09:35.075155,65152.82822914908,65279.749775977376,64810.448301052646,65133.97454105315,57.39339732698296
2026-03-30 14:10:35.075155,65234.6384119939,65426.28730640109,65121.22927877539,65152.2980037227,116.38538185592869
2026-03-30 14:11:35.075155,65123.559984409934,65164.76509520596,65124.45700253462,65137.85476404775,2.2004885831373175
2026-03-30 14:12:35.075155,65058.868500942015,65240.997590925195,65072.041389606195,65123.33944160956,44.05738706318297
2026-03-30 14:13:35.075155,65177.70689681588,65141.359326862366,65073.29225336146,65131.86992922989,378.63232119961236
2026-03-30 14:14:35.075155,65045.63516160476,65222.33813829628,64918.34161625178,65070.24266193665,19.442928891609515
2026-03-30 14:15:35.075155,65191.36175453456,65185.914836111384,64981.66127267774,65014.79658950358,215.7455637771291
2026-03-30 14:16:35.075155,65013.612952460346,65001.744315549644,64891.57752494431,64997.17062249378,176.543632764387
2026-03-30 14:17:35.075155,65011.029599929476,65084.30938426791,64860.03068492281,64964.913022879555,210.36011176494029
2026-03-30 14:18:35.075155,64934.945196989815,65007.34677818002,64942.107052878855,64975.77110462059,2.785052167922536
2026-03-30 14:19:35.075155,65029.05939597653,64959.59409237986,64879.52261975821,64946.92748401861,82.02537742622795
2026-03-30 14:20:35.075155,64899.981253742284,64917.19644685957,64877.25107360824,64901.73029413444,122.1534038277337
2026-03-30 14:21:35.075155,64941.8701591675,65000.19477814573,64875.238302933416,64949.95879242524,160.94211927019498
2026-03-30 14:22:35.075155,64936.74831980892,64968.17937319469,64855.52553147385,64943.276555074124,72.11551492525128
2026-03-30 14:23:35.075155,64862.24710438355,65188.23716481297,64944.05047426157,64946.118801469565,139.19641090504112
2026-03-30 14:24:35.075155,64884.259038808406,64947.10108782605,64873.90788252131,64900.5183463394,499.64575390535765
2026-03-30 14:25:35.075155,64918.94137260727,65030.97172941145,64794.52046152984,64883.50422159836,244.15734612181316
2026-03-30 14:26:35.075155,64787.47508020696,64912.433066118254,64810.528653329166,64887.75171882126,347.3105003632066
2026-03-30 14:27:35.075155,64917.324604390975,64867.37669410188,64758.34424079738,64851.06827675949,84.81336715973278
2026-03-30 14:28:35.075155,64846.494786992116,65072.20233585401,64674.47185551089,64863.90026571814,120.25181224187705
2026-03-30 14:29:35.075155,64860.941076590476,64912.55218451137,64779.13659912436,64845.07175395433,83.5816974662968
2026-03-30 14:30:35.075155,64691.418206168564,64956.470336288396,64742.5719173307,64836.263351914604,148.03135944280058
2026-03-30 14:31:35.075155,64831.991330691664,65030.123836674364,64744.20908175316,64817.408252529494,94.88742273878208
2026-03-30 14:32:35.075155,64810.437369541374,65186.242016229095,64775.912912160595,64878.11477269326,44.75694265565543
2026-03-30 14:33:35.075155,64855.523686657565,64946.90455323782,64867.14300120699,64878.325716936095,17.695400034796478
2026-03-30 14:34:35.075155,64743.030185644755,65070.31005933801,64720.80267950916,64844.671974580735,73.66392237218285
