time,open,high,low,close,volume,is_fat_finger
0,120.8958842415719,121.09203761317562,120.86852993784389,120.8958842415719,598185,False
1,121.0159856350591,121.01867266608274,120.99929804182669,121.0159856350591,183984,False
2,120.98252125369035,121.15926763613082,120.74580564730664,120.98252125369035,201069,False
3,121.13923923834344,121.22248933748276,121.04345189570769,121.13923923834344,348577,False
4,121.50823659462854,121.72445192910305,121.47110390508915,121.50823659462854,976143,False
5,121.45133346731792,121.6080374019616,121.34141192814299,121.45133346731792,428396,False
6,121.394460976047,121.48721912662369,121.3781478587099,121.394460976047,441530,False
7,121.77787635305698,121.83893203822936,121.76869269603719,121.77787635305698,218728,False
8,121.96478949616862,122.13774287604451,121.76245719127387,121.96478949616862,623846,False
9,121.85027080685981,121.95180802318366,121.65097505951624,121.85027080685981,125801,False
10,121.98249298333968,122.06035159882927,121.86442057657472,121.98249298333968,842647,False
11,121.86943529241599,121.88276873472525,121.8559331978387,121.86943529241599,859925,False
12,121.75591884828303,121.76514299672549,121.72042828596378,121.75591884828303,714997,False
13,121.81483952568531,121.97824584650009,121.74748859624802,121.81483952568531,415414,False
14,121.348707673744,121.43277258046037,121.3300595299455,121.348707673744,564838,False
15,120.9300745741063,121.11245984380508,120.92481055247572,120.9300745741063,941967,False
16,120.7940796284199,120.93383577847462,120.7439860352955,120.7940796284199,355560,False
17,120.54939162242026,120.552167254616,120.46468665872766,120.54939162242026,868026,False
18,120.6251562719469,120.71305317764418,120.39532548837032,120.6251562719469,832119,False
19,120.40609517993003,120.44125478865442,120.31894479739604,120.40609517993003,116220,False
20,120.06599523215814,120.12050922584801,120.00448600556972,120.06599523215814,375536,False
21,120.41794438836085,120.53718686741036,120.39973345352287,120.41794438836085,578803,False
22,120.36356935236846,120.43421863755425,120.12728532834294,120.36356935236846,495462,False
23,120.37982522386484,120.42524959713742,120.30567652494415,120.37982522386484,382154,False
24,120.03680334857606,120.12290377675279,119.91391796940293,120.03680334857606,226951,False
25,119.90611142447568,119.9738562084527,119.82043897653953,119.90611142447568,430502,False
26,119.93271201727818,119.98346902510607,119.914320963426,119.93271201727818,583419,False
27,119.65662845476872,119.6962928636047,119.58619432026057,119.65662845476872,248306,False
28,119.74653797115349,119.76351394196658,119.65932115344054,119.74653797115349,982622,False
29,119.60268916377487,119.73836602172422,119.50369306134368,119.60268916377487,740083,False
30,119.5329144499998,119.6799129471724,119.41705949308844,119.5329144499998,542667,False
31,119.38906695999256,119.65419232647979,119.35577130272422,119.38906695999256,225223,False
32,119.8313504883903,119.83240837612117,119.5853199274306,119.8313504883903,622886,False
33,119.82811570705391,119.95349843989078,119.78560446365128,119.82811570705391,699493,False
34,119.57462869189483,119.57810863743673,119.56155433307791,119.57462869189483,515000,False
35,119.77133969678913,119.88989657193956,119.61613675238755,119.77133969678913,101082,False
36,119.47889553775443,119.55239748179737,119.4112197010055,119.47889553775443,504364,False
37,119.52880512105284,119.54421228651157,119.26095938728041,119.52880512105284,258566,False
38,119.06033106437529,119.10088945863497,119.05966006055432,119.06033106437529,961525,False
39,118.74406252298142,118.88691731236189,118.64170932609208,118.74406252298142,414096,False
40,118.79081472878222,118.88292794579596,118.631222799713,118.79081472878222,136719,False
41,118.9662608221575,119.06344055007813,118.87695370729487,118.9662608221575,148737,False
42,119.00703490943089,119.05776386643608,118.96060384587166,119.00703490943089,552669,False
43,118.9795089910721,119.02732911101288,118.83864671321898,118.9795089910721,207271,False
44,118.90785865135888,118.99370576461214,118.82558257948578,118.90785865135888,794896,False
45,118.55624288367181,118.65648528133428,118.43817350200696,118.55624288367181,281676,False
46,118.38555883405412,118.52184661456927,118.36666352249105,118.38555883405412,544049,False
47,118.27649287741271,118.34194277961326,118.06761064120431,118.27649287741271,692127,False
48,118.52655829633258,118.570106208667,118.19633738596185,118.52655829633258,934363,False
49,118.60801408279302,118.63217775286482,118.42555576441387,118.60801408279302,402069,False
50,118.18979269964144,118.40330447608812,118.13300029668753,118.18979269964144,282075,False
51,118.26639953396153,118.3078767955261,117.99190274804336,118.26639953396153,542113,False
52,118.1753149443032,118.29939833573135,118.10399873666712,118.1753149443032,187745,False
53,118.01532400314542,118.05531840491113,117.90817249558678,118.01532400314542,226298,False
54,118.15969835397061,118.1991798159297,118.15505783186785,118.15969835397061,717997,False
55,118.40334353913303,118.56255447987205,118.31315900559494,118.40334353913303,404431,False
56,118.6238768988828,118.64897775638148,118.5258990148024,118.6238768988828,846086,False
57,118.4247744265505,118.43556302612838,118.29151518580491,118.4247744265505,526228,False
58,118.35153761483033,118.56534377095204,118.22211638729637,118.35153761483033,731540,False
59,118.42994868775469,118.53182126453517,118.38952738018143,118.42994868775469,797143,False
60,118.66101620645007,118.93331577948177,118.59758671807069,118.66101620645007,471467,False
61,118.54729760244473,118.5922045670199,118.46875260266387,118.54729760244473,561531,False
62,118.50327886252646,118.54805286409136,118.48653374199996,118.50327886252646,839126,False
63,118.24107021864646,118.31119570253858,118.14240647217413,118.24107021864646,539707,False
64,117.95818871577859,117.99531090179514,117.75330207231738,117.95818871577859,320013,False
65,118.14987686436743,118.20576777328874,118.02321333636921,118.14987686436743,551800,False
66,118.47035604911576,118.58140154711235,118.31606727737567,118.47035604911576,899235,False
67,118.45329391963024,118.56917940763422,118.36577786808104,118.45329391963024,280697,False
68,118.69103747425429,118.85800975352669,118.53907350479595,118.69103747425429,743107,False
69,118.77688338425624,118.81981119377654,118.72409498285066,118.77688338425624,979793,False
70,118.62363275653301,118.69578307764186,118.6067105973277,118.62363275653301,113698,False
71,118.70937287570833,118.73560079301329,118.70283880825201,118.70937287570833,115376,False
72,119.0745315882385,119.18504973813864,119.0178047480452,119.0745315882385,576870,False
73,119.06599965058714,119.07465868104813,119.039179027642,119.06599965058714,375261,False
74,119.43859137254003,119.46096168918126,119.24998715225566,119.43859137254003,336591,False
75,118.81279404256486,118.9774006460451,118.65871358977387,118.81279404256486,531172,False
76,119.00809910851565,119.10250649663487,118.92988559240959,119.00809910851565,148786,False
77,119.02881772076363,119.14743286976595,118.93767196080282,119.02881772076363,737293,False
78,118.95763673793209,119.04443591719311,118.94640496460349,118.95763673793209,318850,False
79,118.97946802817589,119.10113468916467,118.96334318478894,118.97946802817589,428624,False
80,118.50650824391879,118.54241113882493,118.41498393925086,118.50650824391879,787055,False
81,118.45444314714484,118.45727362755228,118.45044849576709,118.45444314714484,939665,False
82,118.53904628874338,118.57036086831589,118.50314279398425,118.53904628874338,473166,False
83,118.88942258990232,118.89666507586588,118.84205133183933,118.88942258990232,515718,False
84,118.76618889591013,118.79249295798854,118.73704319082114,118.76618889591013,543226,False
85,118.57414548798543,118.73638680819256,118.49075074271256,118.57414548798543,192529,False
86,118.4551546626142,118.6036139899844,118.44066482746483,118.4551546626142,567121,False
87,118.67202286147597,118.99508106778207,118.47664499353854,118.67202286147597,865784,False
88,118.75004997987851,118.86197727286566,118.4482324960508,118.75004997987851,539705,False
89,118.62423187852913,118.62603817215368,118.54045577161857,118.62423187852913,725207,False
90,118.7460037885318,118.87043192295857,118.71893074894224,118.7460037885318,969965,False
91,118.76905893061713,118.90418700168925,118.69487787751481,118.76905893061713,574381,False
92,118.99914903854402,119.00205349117877,118.86812703826058,118.99914903854402,572803,False
93,118.83206159704146,118.85758987364899,118.81065929303765,118.83206159704146,586275,False
94,118.7541880602664,118.82090208430641,118.66734020035973,118.7541880602664,822670,False
95,118.66105908955235,118.84539047733757,118.60054468844139,118.66105908955235,309870,False
96,118.31373462207485,118.52029518002263,118.22779633967056,118.31373462207485,693695,False
97,118.38380481382852,118.54945729978068,118.34298874803294,118.38380481382852,698097,False
98,118.44561424660326,118.49085244912837,118.22388750284681,118.44561424660326,379373,False
99,118.44682557962913,118.50726042452244,118.30785835202985,118.44682557962913,666464,False
100,118.39125337708892,118.44864835288834,118.34923942276862,118.39125337708892,719113,False
101,118.0561183447997,118.17363183035924,117.95354574935433,118.0561183447997,197555,False
102,117.95679883678855,118.17233675455098,117.83131946297534,117.95679883678855,627433,False
103,117.87594782221976,118.07107599811087,117.76350724180577,117.87594782221976,197289,False
104,117.68680943516831,117.7204094543468,117.63346735904986,117.68680943516831,763162,False
